protobuf-c 1.5.2-12
proton-vpn-daemon 0.13.7-1
proton-vpn-gtk-app 4.16.5-2
prowlarr-bin 2.5.2.5491-1
prrte 3.0.14-1
psmisc 23.7-2
pulseaudio-qt 1.8.1-1
purpose 6.28.0-1
pyalpm 0.11.1-1
pybind11 3.0.4-1
python 3.14.6-1
python-aiohappyeyeballs 2.6.1-4
python-aiohttp 3.13.5-1
python-aiosignal 1.4.0-3
python-attrs 26.1.0-1
python-autocommand 2.2.2-9
python-babel 2.18.0-1
python-bcc 0.36.1-3
python-bcrypt 5.0.0-2
python-beautifulsoup4 4.15.0-1
python-boolean.py 5.0-2
python-breathe 5.0.0a5-3
python-brotli 1.2.0-1
python-cairo 1.29.0-2
python-certifi 2026.07.22-1
python-cffi 2.1.0-1
python-charset-normalizer 3.4.7-1
python-cryptography 49.0.0-1
python-curl-adapter 1.2.1-2
python-curl_cffi 0.15.0-3
python-dbus 1.4.0-2
python-dbus-fast 5.0.22-1
python-distro 1.9.0-4
python-dnspython 1:2.8.0-3
python-docutils 1:0.23-1
python-evdev 1.9.3-1
python-eventlet 0.41.0-1
python-fido2 2.2.1-1
python-filelock 3.29.3-1
python-flatbuffers 25.12.19-4
python-frozenlist 1.8.0-2
python-gevent 26.7.0-1
python-gmpy2 2.3.1-1
python-gnupg 0.5.6-2
python-gobject 3.56.3-1
python-greenlet 3.5.1-1
python-httplib2 0.32.0-1
python-idna 3.18-1
python-imagesize 2.0.0-1
python-importlib-metadata 9.0.0-1
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-keyring 25.7.0-3
python-license-expression 30.4.4-2
python-lxml 6.1.1-1
python-mako 1.3.12-1
python-markdown 3.10.3-1
python-markdown-it-py 4.2.0-1
python-markupsafe 3.0.3-1
python-mdurl 0.1.2-9
python-moddb 0.15.0-1
python-more-itertools 11.1.0-1
python-mpmath 1.4.1-1
python-multidict 6.7.1-1
python-numpy 2.5.1-1
python-onnxruntime-rocm 1.28.0-1
python-packaging 26.2-1
python-pillow 12.3.0-1
python-pip 26.2-1
python-pkg_resources 81.0.0-1
python-platformdirs 4.11.0-1
python-pooch 1.9.0-1
python-prettytable 3.18.0-1
python-propcache 0.4.1-2
python-protobuf 35.1-1
python-proton-core 0.7.0-3
python-proton-keyring-linux 0.2.2-1
python-proton-vpn-api-core 5.2.5-1
python-proton-vpn-local-agent 1.6.3-1
python-psutil 7.2.2-1
python-py-cpuinfo 9.0.0-6
python-pyaml 26.7.0-1
python-pycparser 3.00-1
python-pycurl 7.47.0-1
python-pyelftools 0.33-1
python-pygdbmi 0.11.0.0-6
python-pygments 2.20.0-1
python-pynacl 1.6.2-1
python-pyopenssl 26.3.0-1
python-pyparsing 3.3.2-1
python-pytz 2026.1-1
python-pyxdg 0.28-7
python-requests 2.34.2-1
python-rich 15.0.0-1
python-roman-numerals-py 3.1.0-2
python-scipy 1.18.0-1
python-secretstorage 3.5.0-1
python-sentry_sdk 2.66.1-1
python-setproctitle 1.3.7-2
python-setuptools 1:83.0.0-1
python-six 1.17.0-3
python-snowballstemmer 3.1.1-1
python-soupsieve 2.9.1-1
python-sphinx 9.1.0-1
python-sphinx-alabaster-theme 1.0.0-6
python-sphinx_rtd_theme 3.1.0-1
python-sphinxcontrib-applehelp 2.0.0-5
python-sphinxcontrib-devhelp 2.0.0-6
python-sphinxcontrib-htmlhelp 2.1.0-5
python-sphinxcontrib-jquery 4.1-5
python-sphinxcontrib-jsmath 1.0.1-21
python-sphinxcontrib-qthelp 2.0.0-5
python-sphinxcontrib-serializinghtml 2.0.0-5
python-sympy 1.14.0-6
python-tqdm 4.70.0-1
python-typing_extensions 4.16.0-1
python-urllib3 2.7.0-1
python-wcwidth 0.8.2-1
python-wheel 0.47.0-1
python-yaml 6.0.3-2
python-yarl 1.23.0-1
python-zipp 3.21.0-4
python-zope-event 6.2-1
python-zope-interface 8.5-1
python310 3.10.19-1
qbittorrent 5.2.3-3
qca-qt6 2.3.10-7
qcoro 0.13.0-2
qqc2-breeze-style 6.7.3-1
qqc2-desktop-style 6.28.0-1
qrencode 4.1.1-4
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-graphicaleffects 5.15.19-1
qt5-quickcontrols2 5.15.19+kde+r5-1
qt5-svg 5.15.19+kde+r5-1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt6-5compat 6.11.1-1
qt6-base 6.11.1-1
qt6-declarative 6.11.1-3
qt6-imageformats 6.11.1-1
qt6-location 6.11.1-1
qt6-multimedia 6.11.1-1
qt6-multimedia-ffmpeg 6.11.1-1
qt6-positioning 6.11.1-1
qt6-quick3d 6.11.1-1
qt6-quicktimeline 6.11.1-1
qt6-scxml 6.11.1-1
qt6-sensors 6.11.1-1
qt6-shadertools 6.11.1-1
qt6-speech 6.11.1-1
qt6-svg 6.11.1-1
qt6-tools 6.11.1-4
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1
qt6-wayland 6.11.1-1
qt6-webchannel 6.11.1-1
qt6-webengine 6.11.1-4
qt6-websockets 6.11.1-1
qt6-webview 6.11.1-1
qtkeychain-qt6 0.17.0-1
radarr-bin 6.3.0.10514-1
rav1e 0.8.1-3
rccl 7.2.4-1
re2 2:2025.11.05-5
readline 8.3.003-1
rhash 1.4.6-1
ripgrep 15.2.0-1
ripgrep-all 0.10.10-1
rocalution 7.2.4-1
rocblas 7.2.4-2
rocfft 7.2.4-1
rocm-cmake 7.2.4-1
rocm-core 7.2.4-1
rocm-device-libs 2:7.2.4-2
rocm-hip-libraries 7.2.4-1
rocm-hip-runtime 7.2.4-1
rocm-hip-sdk 7.2.4-1
rocm-language-runtime 7.2.4-1
rocm-llvm 2:7.2.4-2
rocm-smi-lib 7.2.0-2
rocminfo 7.2.4-1
rocprim 7.2.4-1
rocprofiler-register 7.2.4-1
rocrand 7.2.4-1
rocsolver 7.2.4-1
rocsparse 7.2.4-1
rocthrust 7.2.4-1
roctracer 7.2.4-1
rsync 3.4.4-1
rtkit 0.14-1
rubberband 4.0.0-2
run-parts 5.23.2-1
rust 1:1.97.1-1
sassc 3.6.2-5
sbc 2.2-1
sddm 0.21.0-7
sddm-kcm 6.7.3-1
sddm-theme-sugar-candy-git r41.a1fae51-1
sdl2-compat 2.32.70-1
sdl3 3.4.14-1
sdl3_ttf 3.2.2-3
seatd 0.9.3-1
sed 4.10-1
semver 7.8.5-1
serd 0.32.10-1
shaderc 2026.3-1
shadow 4.20.0.arch1-1
shared-mime-info 2.5.1-2
signon-kwallet-extension 26.04.3-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4
signond 8.61-4
simdjson 1:4.6.6-1
slang 2.3.3-4
slurp 1.5.0-2
smartmontools 7.5-1
smbclient 2:4.24.5-1
snappy 1.2.2-3
sndio 1.10.0-1
socat 1.8.1.3-1
solid 6.28.0-1
sonarr-bin 4.0.19.2979-1
sonnet 6.28.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-18
spandsp 0.0.6-7
spdlog 1.17.0-2
spectacle 1:6.7.3-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.357.0-1
sqlite 3.53.4-1
sratom 0.6.22-1
srt 1.5.6-1
sudo 1.9.17.p2-6
suitesparse 7.12.3-1
supergfxctl 5.2.7-2
svt-av1 4.2.0-1
swtpm 0.10.1-2
syndication 6.28.0-1
syntax-highlighting 6.28.1-1
systemd 261.2-1
systemd-libs 261.2-1
systemd-sysvcompat 261.2-1
systemsettings 6.7.3-1
ta-lib 0.6.4-1
ta-lib-debug 0.6.4-1
taglib 2.3.1-1
talloc 2.5.0-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.15-1
tesseract 5.5.3-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.2-1
texinfo 7.3-1
timeshift 25.12.4-1
tinysparql 3.11.1-1
tk 8.6.16-1
tmux 3.7_b-1
tpm2-tss 4.1.3-1
tslib 1.24-1
ttf-hack 3.003-7
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.5.0-1
ttf-liberation 2.1.5-2
ttf-noto-nerd 3.5.0-1
ttf-segoe-ui-variable 1.0-1
ttf-ubuntu-font-family 1:0.83-2
twolame 0.4.0-4
tzdata 2026c-1
udisks2 2.11.1-2
unarc-git r1.adc333d-1
unarc-git-debug r1.adc333d-1
unzip 6.0-23
upower 1.91.3-1
util-linux 2.42.2-1
util-linux-libs 2.42.2-1
uwsm 0.26.6-1
v4l-utils 1.32.0-2
vala 0.56.19-1
vapoursynth 77-2
verdict 1.4.5-2
vid.stab 1.1.1-3
vim 9.2.0849-1
vim-runtime 9.2.0849-1
vlc 3.0.23_2-9
vlc-cli 3.0.23_2-9
vlc-gui-qt 3.0.23_2-9
vlc-plugin-a52dec 3.0.23_2-9
vlc-plugin-alsa 3.0.23_2-9
vlc-plugin-archive 3.0.23_2-9
vlc-plugin-dav1d 3.0.23_2-9
vlc-plugin-dbus 3.0.23_2-9
vlc-plugin-dbus-screensaver 3.0.23_2-9
vlc-plugin-faad2 3.0.23_2-9
vlc-plugin-flac 3.0.23_2-9
vlc-plugin-gnutls 3.0.23_2-9
vlc-plugin-inflate 3.0.23_2-9
vlc-plugin-journal 3.0.23_2-9
vlc-plugin-jpeg 3.0.23_2-9
vlc-plugin-lua 3.0.23_2-9
vlc-plugin-matroska 3.0.23_2-9
vlc-plugin-mpg123 3.0.23_2-9
vlc-plugin-ogg 3.0.23_2-9
vlc-plugin-opus 3.0.23_2-9
vlc-plugin-png 3.0.23_2-9
vlc-plugin-pulse 3.0.23_2-9
vlc-plugin-shout 3.0.23_2-9
vlc-plugin-speex 3.0.23_2-9
vlc-plugin-tag 3.0.23_2-9
vlc-plugin-theora 3.0.23_2-9
vlc-plugin-twolame 3.0.23_2-9
vlc-plugin-vorbis 3.0.23_2-9
vlc-plugin-vpx 3.0.23_2-9
vlc-plugin-xml 3.0.23_2-9
vlc-plugins-base 3.0.23_2-9
vlc-plugins-video-output 3.0.23_2-9
vmaf 3.2.0-1
volume_key 0.3.12-12
vte-common 0.84.1-1
vte3 0.84.1-1
vulkan-icd-loader 1.4.357.0-1
vulkan-mesa-implicit-layers 1:26.1.6-1
vulkan-radeon 1:26.1.6-1
vulkan-tools 1.4.357.0-1
wacomtablet 6.7.3-1
wayland 1.25.0-1
wayland-protocols 1.49-1
wayland-utils 1.3.0-1
webkit2gtk-4.1 2.52.5-2
webrtc-audio-processing-1 1.3-5
wget 1.25.0-6
which 2.25-1
wine 11.14-2
wine-ge-custom-bin-opt 1:GE_Proton8_26-1
wine-mono 11.2.0-1
winetricks 20260125-2
wireguard-tools 1.0.20260223-1
wireless-regdb 2026.05.30-1
wireplumber 0.5.15-1
wl-clipboard 1:2.3.0-1
wlroots0.20 0.20.2-1
woff2 1.0.2-6
wpa_supplicant 2:2.11-5
x264 3:0.165.r3222.b35605a-2
x265 4.2-2
xapp 3.2.2-1
xapp-symbolic-icons 1.1.0-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-kde 6.7.3-1
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xf86-input-wacom 1.2.4-1
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-3
xkeyboard-config 2.48-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1
xorg-server-common 21.1.24-1
xorg-server-xvfb 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xmodmap 1.0.12-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.3-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xrt 1:2.21.75-10
xrt-plugin-amdxdna 1:2.21.75-2
xsettingsd 1.0.4-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.3-1
yaml-cpp 0.9.0-1
yarn 1.22.22-2
yaru-gtk-theme 26.04.5.1ubuntu-1
yaru-icon-theme 26.04.5.1ubuntu-1
yaru-sound-theme 26.04.5.1ubuntu-1
yay 12.5.7-1
yay-debug 12.5.7-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zram-generator 1.2.1-1
zsh 5.9.2-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.1.1-1
